"Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"106837","Praet","MID","3","Leicester City","4.8","a","0","0","0","34","1.5","7.08","0","3","0.00","635","1","1","2","10","0","0","0","1","0","0","0","115","96.4","66.9","64","22.7"
"450527","Salisu","DEF","2","Southampton","4.2","i","0.1","0","0.2","33","1.5","7.86","0","0","0.00","1971","0","1","1","41","1","0","0","5","0","0","2","305","537.4","109.7","167","81.5"
"164511","Mina","DEF","2","Everton","4.3","a","0.4","0","0.1","33","4.7","7.67","0","4","0.00","594","2","0","1","9","0","0","0","2","0","0","7","115","176.8","17.7","134","33.0"
"109322","Lingard","MID","3","Nottingham Forest","5.4","d","1.1","1","0.7","33","1.9","6.11","0","0","0.00","918","0","1","5","17","0","0","0","1","0","0","0","93","50.6","151.9","127","32.9"
"124183","Ziyech","MID","3","Chelsea","5.5","a","0.4","0","0.5","33","1.8","6.00","0","4","0.00","649","0","3","2","7","0","0","0","1","0","0","0","129","155.4","230.9","113","49.0"
"440089","Damsgaard","MID","3","Brentford","5","a","0.1","0","0","33","1.3","6.60","0","6","0.00","970","0","0","3","14","0","0","0","4","0","0","0","131","137.4","161.0","146","44.5"
"156685","Rothwell","MID","3","Bournemouth","4.9","d","0","0","0","33","1.6","6.73","0","4","0.00","1010","0","1","3","15","0","0","0","1","0","0","0","167","127.4","153.3","27","30.6"
"18507","Diego Costa","STR","4","Wolverhampton","5.3","a","0.3","0","0.5","33","1.4","6.23","0","5","0.00","1235","1","0","6","17","0","0","0","5","1","0","3","40","96.8","144.3","504","73.3"
"223723","Tomiyasu","DEF","2","Arsenal","4.2","i","0.5","0","0","32","1.5","7.62","0","0","0.00","651","0","1","2","11","0","0","0","2","0","0","0","173","137.0","86.6","55","27.7"
"171771","Bednarek","DEF","2","Southampton","4.1","a","0.2","0","0.3","32","1.4","7.80","0","6","0.00","1770","0","0","3","40","1","0","0","5","0","0","2","321","415.0","38.4","43","49.7"
"84583","Coutinho","MID","3","Aston Villa","6.6","i","2.9","1","1","32","1.6","4.85","0","0","0.00","777","1","0","3","9","0","0","0","3","0","0","1","98","119.2","152.5","218","48.8"
"476888","Mara","STR","4","Southampton","5.3","a","0.1","0","0.1","32","1.5","6.04","0","1","0.00","538","1","2","0","10","0","0","0","1","0","0","0","90","104.8","77.5","169","33.9"
"55914","Cooper","DEF","2","Leeds United","4.4","a","0.1","0","0","31","1.7","7.05","0","3","0.00","1425","1","0","2","32","0","0","0","5","0","0","1","238","309.8","65.2","145","51.7"
"243571","Patterson","DEF","2","Everton","3.9","i","2.2","12","12.2","31","1.6","7.95","0","4","0.00","1274","0","0","2","22","0","0","0","3","0","0","0","173","231.4","111.9","108","45.3"
"241519","McKennie","MID","3","Leeds United","4.6","a","0","0","0","31","1.6","6.74","0","6","0.00","1434","0","1","1","35","0","0","0","7","0","0","0","135","198.8","201.7","81","48.3"
"443967","Firpo","DEF","2","Leeds United","4.5","a","0.1","0","0","30","1.6","6.67","0","4","0.00","1364","1","2","1","33","0","0","0","5","1","0","3","187","286.0","123.4","41","45.0"
"114241","Toffolo","DEF","2","Nottingham Forest","4.3","a","0.1","0","0","30","1.6","6.98","0","4","0.00","933","0","0","2","17","0","0","0","2","0","0","1","134","147.0","93.5","67","30.6"
"215379","Anderson","MID","3","Newcastle United","4.3","a","0.1","0","0.1","30","1.4","6.98","0","7","0.00","395","0","1","1","7","0","0","0","0","0","0","2","93","70.2","114.7","180","36.5"
"86881","Mendy","MID","3","Leicester City","4.2","a","0.4","0","1.2","30","1.6","7.14","0","2","0.00","746","1","0","0","13","0","0","0","1","0","0","1","142","115.2","42.0","20","17.8"
"61558","Thiago","MID","3","Liverpool","5.1","i","0.6","0","0","30","1.7","5.88","0","1","0.00","1252","0","0","2","23","0","0","0","2","0","0","0","194","244.4","265.8","86","59.8"
"248937","Greenwood","STR","4","Leeds United","4.1","a","10.8","14","12.5","30","1.7","7.32","0","3","0.00","410","1","2","0","11","0","0","0","1","0","0","1","107","121.8","210.5","85","41.6"
"207270","Iversen","GK","1","Leicester City","3.9","a","5.1","26","32.7","29","2.4","7.44","0","6","0.00","1080","0","0","1","22","1","0","0","0","0","38","2","183","255.8","0.0","0","25.6"
"477064","Lewis","DEF","2","Man City","3.8","a","1.1","0","0.2","29","2.1","7.63","0","4","0.00","900","0","0","2","8","0","0","0","1","0","0","0","168","114.6","152.4","40","30.7"
"222018","Johnson","DEF","2","West Ham","4.4","a","0.1","0","0.1","29","1.7","6.59","0","4","0.00","860","0","0","2","13","0","0","0","0","0","0","1","164","161.6","76.8","20","25.9"
"191866","Ajer","DEF","2","Brentford","4.5","a","0.1","0","0","29","3.2","6.44","0","0","0.00","763","0","0","4","14","0","0","0","0","0","0","0","129","96.8","24.7","27","15.1"
"61810","Jansson","DEF","2","Brentford","4.2","i","0.3","0","0.2","29","2.4","6.90","0","0","0.00","722","1","0","2","14","0","0","0","0","0","0","0","147","176.2","2.5","53","23.4"
"212721","Lyanco","DEF","2","Southampton","4.4","a","0","0","0","29","1.4","6.59","0","6","0.00","1173","1","1","0","26","0","0","0","4","0","0","0","209","281.6","52.8","114","45.0"
"432160","Baptiste","MID","3","Brentford","4.5","a","0.2","1","0.9","29","1.3","6.44","0","6","0.00","600","0","2","1","6","0","0","0","1","1","0","0","123","107.8","144.5","54","30.7"
"181284","Guedes","MID","3","Wolverhampton","5.8","u","0.2","0","0","29","2.2","5.00","0","0","0.00","703","1","1","2","12","0","0","0","1","0","0","1","85","89.4","139.6","223","45.1"
"513418","Schade","MID","3","Brentford","4.9","a","0","0","0.1","29","1.6","5.92","0","6","0.00","723","0","1","3","7","0","0","0","2","0","0","0","76","72.2","110.4","205","38.7"
"102057","Jiménez","STR","4","Wolverhampton","6.5","a","0.3","0","0","29","1.9","4.46","0","2","0.00","839","0","2","2","18","0","0","0","0","0","0","0","65","74.6","116.0","273","46.3"
"229600","Travers","GK","1","Bournemouth","4.1","a","0.4","2","1.1","28","2.3","6.83","0","1","0.00","1035","0","0","2","32","0","0","0","0","0","36","1","193","253.0","0.0","0","25.4"
"244619","Thomas","DEF","2","Leicester City","3.9","a","0.2","0","0","28","1.6","7.18","0","5","0.00","1068","0","1","2","20","1","0","0","3","0","0","0","189","166.8","89.4","12","26.8"
"244704","Viña","DEF","2","Bournemouth","4.5","a","0.1","0","0","28","2.3","6.22","0","6","0.00","452","2","0","1","10","0","0","0","1","0","0","0","93","156.4","28.1","92","27.7"
"173271","Caleta-Car","DEF","2","Southampton","4.4","a","0","0","0","28","2.2","6.36","0","1","0.00","942","1","0","1","15","0","0","0","2","0","0","2","182","262.4","16.2","69","34.9"
"173904","Sánchez","DEF","2","Tottenham","4.2","a","0.5","0","0","28","1.6","6.67","0","2","0.00","848","0","0","2","17","0","0","0","1","0","0","1","166","180.6","29.9","52","26.3"
"244858","Carvalho","MID","3","Liverpool","5.1","a","0.3","1","0.2","27","2.1","5.29","0","1","0.00","339","2","1","0","3","0","0","0","0","0","0","0","80","89.4","36.7","173","29.7"
"220585","Downes","MID","3","West Ham","4.2","a","0.3","2","0.8","27","1.3","6.43","0","4","0.00","752","0","0","1","14","0","0","0","2","0","0","0","104","55.8","28.9","51","13.4"
"88484","Sarabia","MID","3","Wolverhampton","4.9","a","0.1","0","0","27","2.1","5.51","0","1","0.00","764","1","0","3","9","0","0","0","3","0","0","3","57","92.0","184.7","157","43.0"
"431131","Djenepo","MID","3","Southampton","4.9","a","0.1","2","0.6","27","1.7","5.51","0","2","0.00","702","0","2","0","14","0","0","0","1","0","0","0","117","141.8","123.2","70","33.7"
"225295","Tetê","MID","3","Leicester City","4.9","a","0.1","0","0","27","2.1","5.51","0","3","0.00","732","1","0","0","15","0","0","0","0","0","0","1","90","84.0","98.7","109","28.8"
"227127","Bissouma","MID","3","Tottenham","4.7","a","0.2","0","0","27","1.2","5.74","0","3","0.00","998","0","0","1","20","0","0","0","6","0","0","0","176","111.0","135.0","23","26.8"
"440854","Kiwior","DEF","2","Arsenal","4","a","0.3","0","0","26","3.7","6.50","0","5","0.00","425","1","0","2","6","0","0","0","0","0","0","1","111","53.6","4.1","4","6.3"
"248857","Madueke","MID","3","Chelsea","5.4","a","0.1","0","0.1","26","2.2","4.81","0","7","0.00","639","1","0","0","13","0","0","0","0","0","0","2","105","130.8","131.9","182","44.6"
"536916","Buonanotte","MID","3","B & H Albion","4.5","a","0.1","0","0","26","2","5.78","0","9","0.00","558","1","1","1","12","0","0","0","2","0","0","2","72","87.8","96.1","102","27.8"
"217331","Surridge","STR","4","Nottingham Forest","4.6","a","0.7","0","0.2","26","1.3","5.65","0","2","0.00","306","1","0","0","5","0","0","0","2","0","0","3","61","59.4","15.9","92","15.7"
"116404","Felipe","DEF","2","Nottingham Forest","4.5","d","0.1","0","0","25","1.6","5.56","0","5","0.00","1417","0","1","1","32","0","0","0","4","0","0","3","233","379.0","79.5","130","59.0"
"199170","Niakhaté","DEF","2","Nottingham Forest","4.3","a","0","0","0","25","1.8","5.81","0","6","0.00","1163","0","0","2","22","0","0","0","1","0","0","0","141","173.4","14.8","61","24.9"
"220087","Wöber","DEF","2","Leeds United","4.4","a","0","0","0","25","1.6","5.68","0","5","0.00","1264","0","0","2","23","0","0","0","3","0","0","2","195","273.4","65.8","54","39.5"
"101338","Sabitzer","MID","3","Man United","4.7","i","0.1","0","0","25","2.3","5.32","0","3","0.00","622","0","1","5","7","0","0","0","1","0","0","0","98","100.4","138.9","84","32.5"
"232928","Garner","MID","3","Everton","4.5","a","0","0","0","25","1.6","5.56","0","6","0.00","796","0","1","2","13","0","0","0","3","0","0","0","109","90.4","114.6","57","26.5"
"465920","Mudryk","MID","3","Chelsea","6.4","a","0.8","0","0.1","25","1.7","3.91","0","5","0.00","650","0","2","0","10","0","0","0","1","0","0","0","73","100.8","146.4","140","38.2"
"54694","Aubameyang","STR","4","Chelsea","8.4","a","0.7","0","0","25","1.7","2.98","0","2","0.00","546","1","0","1","8","0","0","0","1","0","0","3","61","55.0","59.4","177","28.5"
"228286","Mendy","GK","1","Chelsea","4.8","a","5.8","4","4.1","24","2.4","5.00","0","1","0.00","855","0","0","1","14","0","0","0","1","0","25","0","132","200.4","0.0","0","20.2"
"120202","Weghorst","STR","4","Man United","5.4","a","0.3","0","0.1","24","1.4","4.44","0","6","0.00","790","0","1","4","11","0","0","0","1","0","0","0","56","97.6","183.7","140","42.1"
"88248","Ortega","GK","1","Man City","3.7","a","1.5","0","0.3","23","7.7","6.22","0","3","0.00","270","0","0","2","1","0","0","0","0","0","14","5","90","116.8","0.0","0","11.7"
"232792","Lamptey","DEF","2","B & H Albion","4.2","i","0.9","0","0.1","23","1.1","5.48","0","0","0.00","439","0","0","1","7","0","0","0","1","0","0","0","91","70.6","87.2","48","20.6"
"66975","Milivojevic","MID","3","Crystal Palace","4.2","i","0.3","0","1.4","23","1.3","5.48","0","2","0.00","500","0","0","2","7","0","0","0","2","0","0","0","80","69.2","43.6","17","12.7"
"449434","Elanga","MID","3","Man United","4.6","a","0.4","0","0","23","1.4","5.00","0","0","0.00","417","0","1","2","2","0","0","0","0","0","0","0","53","52.4","78.8","162","28.7"
"437742","Sambi","MID","3","Crystal Palace","4.3","a","0.2","0","0.1","23","1.5","5.35","0","1","0.00","728","0","0","2","8","0","0","0","2","0","0","0","129","98.4","57.2","20","17.6"
"490503","Edozie","MID","3","Southampton","4.6","i","0","0","0","23","1.4","5.00","0","1","0.00","554","0","0","1","9","0","0","0","0","0","0","0","82","89.2","110.3","133","33.2"
"535928","Bajcetic","MID","3","Liverpool","4.3","i","0","0","0","22","2","5.12","0","0","0.00","522","1","0","3","4","0","0","0","2","0","0","0","85","90.2","61.7","77","22.8"
"243345","O'Brien","MID","3","Nottingham Forest","4.7","u","0","0","0","22","1.7","4.68","0","0","0.00","578","1","0","1","14","0","0","0","2","0","0","0","88","107.8","56.4","47","21.1"
"156074","Holding","DEF","2","Arsenal","4.2","a","0.2","0","0","21","1.5","5.00","0","2","0.00","562","1","0","0","13","0","0","0","0","0","0","0","120","152.0","10.3","54","21.6"
"437468","Sergio Gómez","DEF","2","Man City","4.4","a","0.1","0","0.1","21","1.8","4.77","0","4","0.00","340","0","1","1","6","0","0","0","0","0","0","1","83","66.2","52.8","24","14.3"
"243568","Gilmour","MID","3","B & H Albion","4.2","a","0.4","0","0.1","21","1.5","5.00","0","7","0.00","502","0","1","2","8","0","0","0","1","0","0","0","105","67.6","56.5","33","15.8"
"448089","João Gomes","MID","3","Wolverhampton","4.5","a","0","0","0.1","21","1.9","4.67","0","4","0.00","649","1","0","2","18","0","0","0","5","0","0","2","84","133.0","72.0","46","24.9"
"440323","Broja","STR","4","Chelsea","5.2","i","0.3","0","0","21","1.8","4.04","0","0","0.00","285","1","1","1","5","0","0","0","0","0","0","0","56","64.6","18.2","113","19.7"
"111931","Ricardo","DEF","2","Leicester City","4.2","a","0.1","0","0.1","20","2","4.76","0","2","0.00","451","1","1","0","11","0","0","0","2","0","0","2","106","148.0","100.2","25","27.3"
"56917","Cook","DEF","2","Nottingham Forest","4.3","a","0.1","0","0.1","20","1.7","4.65","0","0","0.00","956","0","0","2","21","0","0","0","4","0","0","0","149","177.4","39.3","28","24.4"
"194190","Souttar","DEF","2","Leicester City","4.5","a","0.1","0","0","20","1.7","4.44","0","2","0.00","991","0","1","1","19","1","0","0","2","0","0","0","151","242.6","38.9","65","34.6"
"37642","Evans","DEF","2","Leicester City","4.4","a","0.2","0","0","20","1.5","4.55","0","3","0.00","1051","0","0","2","28","0","0","0","1","0","0","0","191","223.8","20.6","35","27.9"
"110504","Traoré","MID","3","Aston Villa","4.9","a","0.1","0","0.3","20","2.5","4.08","0","3","0.00","226","2","0","1","1","0","0","0","1","0","0","1","57","82.0","30.7","79","19.0"
"81880","Chamberlain","MID","3","Liverpool","4.9","a","0","0","0","20","2.2","4.08","0","0","0.00","332","1","0","0","7","0","0","0","0","0","0","2","57","72.4","66.3","84","22.3"
"462635","Gelhardt","STR","4","Leeds United","5.1","u","0.2","1","0.7","20","1.3","3.92","0","0","0.00","201","0","2","0","3","0","0","0","1","0","0","0","44","49.4","32.1","114","19.4"
"14937","Ronaldo","STR","4","Man United","10.2","u","1.9","0","0.1","20","2","1.96","0","0","0.00","519","1","0","3","8","0","0","0","2","0","0","3","42","63.8","83.2","218","35.6"
"240143","Diallo","MID","3","Southampton","4.1","a","0.4","0","0.8","19","1.1","4.63","0","0","0.00","813","0","0","0","19","0","0","0","4","0","0","0","95","85.4","66.0","28","17.7"
"244851","Palmer","MID","3","Man City","4.2","a","0.1","0","0.1","19","1.4","4.52","0","3","0.00","358","0","1","1","4","0","0","0","1","0","0","0","76","59.2","72.4","97","23.1"
"173807","Davies","MID","3","Everton","4.9","d","0","0","0","19","1","3.88","0","0","0.00","524","0","0","1","9","0","0","0","3","0","0","0","55","50.4","46.2","98","19.3"
"168580","Pérez","MID","3","Leicester City","4.7","u","0.1","0","0","19","2.4","4.04","0","0","0.00","378","0","2","1","5","0","0","0","0","0","0","0","69","65.2","151.0","92","30.9"
"487838","Hall","MID","3","Chelsea","4.3","a","0","0","0","19","2.1","4.42","0","4","0.00","653","0","0","1","11","0","0","0","1","0","0","3","118","113.2","174.3","119","40.7"
"198826","Godfrey","DEF","2","Everton","4.3","i","0.1","0","0","18","1.4","4.19","0","1","0.00","801","0","1","1","18","0","0","0","2","0","0","0","101","146.8","42.3","46","23.6"
"209289","Smith Rowe","MID","3","Arsenal","5.6","a","0.4","0","0","18","1.5","3.21","0","3","0.00","161","0","2","0","5","0","0","0","0","0","0","0","60","36.6","64.3","39","13.8"
"478912","Chukwuemeka","MID","3","Chelsea","4.2","a","0.3","0","0.1","18","1.3","4.29","0","3","0.00","342","0","0","1","7","0","0","0","0","0","0","0","71","57.6","69.7","72","19.9"
"116594","Kanté","MID","3","Chelsea","4.8","d","1.1","0","0","18","2.6","3.75","0","3","0.00","517","0","1","2","7","0","0","0","1","0","0","1","120","107.0","186.9","58","35.2"
"437730","Semenyo","STR","4","Bournemouth","5","i","0","0","0","18","1.6","3.60","0","2","0.00","250","1","0","0","6","0","0","0","0","0","0","1","56","50.0","26.5","32","10.7"
"95715","Lucas Moura","MID","3","Tottenham","5.8","a","0.2","0","0.1","17","1.1","2.93","0","3","0.00","145","1","0","0","5","0","0","0","0","1","0","0","55","29.0","55.8","43","12.7"
"86934","Lanzini","MID","3","West Ham","5","a","0.1","0","0.2","17","1.7","3.40","0","3","0.00","243","1","0","0","5","0","0","0","0","0","0","1","63","50.6","21.9","37","10.8"
"218997","Simms","STR","4","Everton","4.5","a","0.1","0","0.4","17","1.5","3.78","0","2","0.00","219","1","0","0","4","0","0","0","0","0","0","0","59","40.8","39.3","54","13.0"
"194164","Holgate","DEF","2","Everton","4.2","a","0.1","0","0.1","16","2","3.81","0","2","0.00","506","0","0","2","9","0","0","0","1","1","0","2","81","90.4","71.9","55","21.5"
"149915","Llorente","DEF","2","Leeds United","4.4","u","0.2","0","0","16","2","3.64","0","0","0.00","648","0","0","1","12","0","0","0","1","0","0","2","115","99.0","5.8","40","14.6"
"481510","Kristiansen","DEF","2","Leicester City","4.5","a","0","0","0","16","1.3","3.56","0","3","0.00","891","0","1","0","21","0","0","0","2","0","0","0","111","173.2","119.3","14","30.8"
"218031","Söyüncü","DEF","2","Leicester City","4.2","i","0.2","1","0.4","16","2.3","3.81","0","3","0.00","528","1","0","0","13","0","0","0","2","0","0","3","93","174.6","13.3","53","24.1"
"441192","Sarmiento","MID","3","B & H Albion","4.5","i","0","0","0","16","1.8","3.56","0","0","0.00","168","0","2","1","2","0","0","0","1","0","0","0","40","46.6","38.2","50","12.9"
"80179","Forshaw","MID","3","Leeds United","4.4","a","0","0","0","16","1.3","3.64","0","5","0.00","473","0","0","0","13","0","0","0","0","0","0","0","78","49.6","62.0","0","11.3"
"50232","Shelvey","MID","3","Nottingham Forest","4.8","a","0","0","0.1","16","1.5","3.33","0","0","0.00","573","0","0","1","11","0","0","0","2","0","0","0","67","55.6","102.1","11","16.3"
"220307","Danjuma","MID","3","Tottenham","6.1","a","0","0","0","15","1.7","2.46","0","5","0.00","162","1","0","0","5","0","0","0","0","0","0","0","43","53.2","25.1","71","14.8"
"212314","Lukic","MID","3","Fulham","4.5","a","0","0","0","15","1.2","3.33","0","5","0.00","406","0","0","0","10","0","0","0","1","0","0","0","58","34.2","16.0","18","6.8"
"205836","Ghoddos","MID","3","Brentford","4.8","a","0","0","0","15","1","3.13","0","3","0.00","124","0","0","0","5","0","0","0","0","0","0","0","53","27.2","62.8","21","11.1"
"463067","Rutter","STR","4","Leeds United","5","a","0","0","0","15","1.4","3.00","0","1","0.00","263","0","1","0","9","0","0","0","0","0","0","0","45","36.2","38.3","41","11.4"
"482442","Sarr","MID","3","Tottenham","4.2","a","0.5","1","0.8","14","1.3","3.33","0","2","0.00","211","0","1","0","11","0","0","0","1","0","0","0","60","30.4","16.0","4","5.0"
"58771","Colback","MID","3","Nottingham Forest","4.1","d","0.7","1","2.2","14","1.3","3.41","0","0","0.00","492","0","0","0","11","0","0","0","0","0","0","0","73","62.0","33.7","2","9.9"
"476502","Traoré","MID","3","Wolverhampton","4.3","a","0.1","1","0.1","14","1.4","3.26","0","2","0.00","405","0","1","0","9","0","0","0","2","0","0","0","44","49.6","16.6","7","7.4"
"249231","Lewis-Potter","MID","3","Brentford","5.2","i","0","0","0","14","1.4","2.69","0","0","0.00","313","0","1","0","4","0","0","0","0","0","0","0","37","42.0","64.0","114","21.9"
"155405","Phillips","MID","3","Man City","4.8","a","0.1","0","0","14","1.2","2.92","0","5","0.00","291","0","0","1","3","0","0","0","1","0","0","0","68","39.0","46.5","19","10.5"
"424044","H.Traorè","MID","3","Bournemouth","4.5","d","0","0","0","14","2","3.11","0","0","0.00","425","0","0","2","8","0","0","0","0","0","0","0","60","84.0","218.5","36","33.8"
"149519","Cornet","MID","3","West Ham","5.9","a","0.1","0","0.1","14","1","2.37","0","4","0.00","232","0","0","0","5","0","0","0","0","0","0","0","22","27.2","28.7","62","11.3"
"147611","Onuachu","STR","4","Southampton","5.3","d","0","0","0","14","1.3","2.64","0","2","0.00","401","0","0","1","7","0","0","0","0","0","0","0","23","30.2","52.8","126","20.6"
"101184","Chambers","DEF","2","Aston Villa","4.2","a","0.2","0","0","13","0.9","3.10","0","2","0.00","345","0","0","0","4","0","0","0","2","0","0","0","67","74.4","29.8","8","11.1"
"427623","Richards","DEF","2","Crystal Palace","4.4","a","0.1","0","0","13","1.4","2.95","0","1","0.00","443","0","0","1","11","0","0","0","0","0","0","0","83","92.4","15.3","26","13.2"
"212701","Zakaria","MID","3","Chelsea","4.9","a","0","0","0","13","1.9","2.65","0","0","0.00","409","0","0","2","5","0","0","0","0","0","0","0","47","44.6","22.6","24","9.2"
"51938","Albrighton","MID","3","Leicester City","4.7","u","0","0","0","13","2.2","2.77","0","0","0.00","232","1","0","0","3","0","0","0","0","0","0","0","57","76.8","95.2","43","21.4"
"81012","Fredericks","DEF","2","Bournemouth","4.4","i","0","0","0.1","12","1","2.73","0","0","0.00","527","0","0","0","11","0","0","0","1","0","0","0","63","66.0","26.7","12","10.6"
"72222","Klich","MID","3","Leeds United","4.6","u","0","0","0.1","12","0.9","2.61","0","0","0.00","266","0","0","0","5","0","0","0","2","0","0","0","43","39.6","69.3","50","15.2"
"67089","Dubravka","GK","1","Newcastle United","4.1","a","0.4","0","0","11","5.5","2.68","0","1","0.00","156","0","0","1","1","0","0","0","0","0","10","1","49","29.4","0.0","0","2.9"
"90105","Fraser","MID","3","Newcastle United","5.2","a","0.1","0","0","11","1.4","2.12","0","0","0.00","308","0","0","1","3","0","0","0","1","0","0","0","39","26.8","74.0","70","17.2"
"423649","Mwepu","MID","3","B & H Albion","5.3","u","0","0","0.1","11","1.8","2.08","0","0","0.00","209","0","1","0","4","0","0","0","0","0","0","0","29","48.8","39.0","34","12.2"
"45124","A.Ayew","MID","3","Nottingham Forest","5","a","0","0","0","11","0.8","2.20","0","3","0.00","306","0","0","0","10","0","0","1","1","0","0","0","27","34.0","17.1","53","10.5"
"476344","Durán","STR","4","Aston Villa","5.5","a","0","0","0","11","0.9","2.00","0","4","0.00","126","0","0","0","4","0","0","0","1","0","0","0","15","12.8","13.4","51","7.4"
"111782","Olsen","GK","1","Aston Villa","3.9","a","1.4","3","2.9","10","2.5","2.56","0","0","0.00","280","0","0","1","8","0","0","0","0","0","11","1","62","83.2","0.0","0","8.2"
"58822","Cédric","DEF","2","Fulham","4.2","a","0.1","0","0.3","10","1.2","2.38","0","2","0.00","223","0","0","0","3","0","0","0","0","0","0","0","56","56.4","51.4","10","11.9"
"175592","Keita","MID","3","Liverpool","4.7","i","0","0","0.2","10","1.2","2.13","0","0","0.00","290","0","0","1","4","0","0","0","1","0","0","0","34","23.8","92.6","54","16.9"
"40349","Begović","GK","1","Everton","3.8","a","0.8","0","0","9","9","2.37","0","0","0.00","90","0","0","1","0","0","0","0","0","0","4","2","30","36.0","0.0","0","3.6"
"436234","Bryan","MID","3","Tottenham","5","u","0","0","0","9","2.2","1.80","0","0","0.00","146","0","1","1","1","0","0","0","1","0","0","0","22","30.4","27.5","27","8.5"
"156687","Pearson","MID","3","Bournemouth","4.4","u","0.1","1","0.7","9","1.3","2.05","0","0","0.00","282","0","0","1","10","0","0","0","1","0","0","0","32","21.0","6.4","9","3.7"
"58376","McCarthy","GK","1","Southampton","4.3","a","0.1","0","0.1","8","1.3","1.86","0","6","0.00","540","0","0","0","17","0","0","0","0","0","14","0","83","84.2","0.0","0","8.4"
"20066","Hennessey","GK","1","Nottingham Forest","3.9","a","1.4","0","0","8","2","2.05","0","2","0.00","271","0","0","0","5","0","0","0","0","0","10","0","46","62.2","0.0","0","6.3"
"49413","Tomkins","DEF","2","Crystal Palace","3.9","i","0.8","1","0.9","8","1.3","2.05","0","0","0.00","335","1","0","0","10","0","0","0","1","1","0","1","50","90.0","1.1","54","14.6"
"180184","Van de Beek","MID","3","Man United","5.1","i","0.1","0","0","8","1.1","1.57","0","0","0.00","162","0","0","0","3","0","0","0","0","0","0","0","21","11.2","40.2","54","10.5"
"155529","Rodák","GK","1","Fulham","4.3","a","0.2","0","0","7","3.5","1.63","0","0","0.00","180","0","0","1","2","0","0","0","0","0","2","0","33","19.0","0.0","0","1.9"
"84182","Areola","GK","1","West Ham","4.3","a","0.9","0","1","7","1.4","1.63","0","0","0.00","307","0","0","0","7","0","0","0","0","0","9","0","42","69.4","0.0","0","6.8"
"78315","Robles","GK","1","Leeds United","4","a","0.1","0","0","7","1.8","1.75","0","4","0.00","360","0","0","0","11","0","0","0","1","0","16","0","65","93.2","0.0","0","9.3"
"120721","Mbabu","DEF","2","Fulham","4.3","u","0.1","0","0.2","7","1.2","1.63","0","0","0.00","141","0","1","0","7","0","0","0","1","0","0","0","39","39.8","37.7","0","7.8"
"477580","Zabarnyi","DEF","2","Bournemouth","4.5","a","0","0","0","7","1.4","1.56","0","4","0.00","297","0","0","0","5","0","0","0","0","0","0","0","54","41.2","0.9","0","4.1"
"56983","Ritchie","DEF","2","Newcastle United","4.2","i","0.1","0","0.2","7","1","1.67","0","1","0.00","35","0","0","0","0","0","0","0","0","0","0","0","24","8.8","17.2","2","2.8"
"466117","Ahamada","MID","3","Crystal Palace","4.5","a","0","0","0","7","0.9","1.56","0","1","0.00","87","0","0","0","2","0","0","0","1","0","0","0","20","7.4","13.2","14","3.0"
"490146","Stansfield","STR","4","Fulham","4.5","u","0.7","2","1.1","7","2.3","1.56","0","0","0.00","85","0","1","0","2","0","0","0","0","0","0","0","22","8.4","12.8","46","6.7"
"57134","Rondón","STR","4","Everton","4.9","u","0.3","0","0.1","7","1","1.43","0","0","0.00","103","0","0","0","2","0","0","0","0","0","0","0","12","7.4","26.1","41","7.3"
"79602","Bentley","GK","1","Wolverhampton","4","a","0","0","0","6","3","1.50","0","2","0.00","180","0","0","0","3","0","0","0","0","0","11","0","45","70.2","0.0","0","7.0"
"154131","Stacey","DEF","2","Bournemouth","4.2","a","0","0","0","6","0.6","1.43","0","1","0.00","293","0","0","0","10","0","0","0","2","0","0","0","36","44.2","8.6","8","6.0"
"469142","Van Hecke","DEF","2","B & H Albion","4","a","0.3","0","0.1","6","0.8","1.50","0","4","0.00","291","0","0","0","7","0","0","0","2","0","0","0","54","62.8","5.5","10","7.9"
"244085","Dembélé","MID","3","Bournemouth","4.7","u","0.1","0","0","6","1","1.28","0","0","0.00","104","0","0","0","2","0","0","0","0","0","0","0","20","31.8","52.3","28","11.3"
"153256","Elneny","MID","3","Arsenal","4.1","i","0.6","2","0.7","6","1.2","1.46","0","0","0.00","111","0","0","0","2","0","0","0","0","0","0","0","27","4.6","5.4","0","1.1"
"173954","Riedewald","MID","3","Crystal Palace","4.2","a","0","0","0.1","6","1","1.43","0","2","0.00","60","0","0","0","0","0","0","0","0","0","0","0","19","9.8","2.6","4","1.5"
"433979","Archer","STR","4","Aston Villa","4.2","u","1.7","65","66.9","6","1","1.43","0","0","0.00","43","0","0","0","1","0","0","0","0","0","0","0","13","1.8","2.4","6","0.9"
"174932","Canós","DEF","2","Brentford","5","u","0.1","0","0","5","1","1.00","0","0","0.00","73","0","0","0","2","0","0","0","0","0","0","0","14","7.0","13.5","6","2.8"
"185253","Scarpa","MID","3","Nottingham Forest","4.6","d","0","0","0","5","0.8","1.09","0","0","0.00","177","0","0","0","1","0","0","0","1","0","0","0","16","15.0","17.3","25","5.7"
