ID,Player Name,Position,HidPos,Team,Value,Status,Tot Pts,PPG,PPM,T6,G6,PPG6,Min,Goals,Assists,CS,GC,OG,PS,PM,Y,R,Saves,Bonus,BPS,Inf,Creat,Threat,ICT,Picked %,Picked Top 100 %,Picked Top 1000 %,Wk 47,Wk 46,Wk 45,Wk 44,Wk 43,Wk 42,Wk 41,Wk 40,Wk 39,Wk 29,Wk 28,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
294,Baldock,DEF,2,Sheffield Utd,5.0,a,142,3.7,28.4,17,6,2.83,3420,2,4,13,39,0,0,0,7,0,0,7,602,559.8,485.7,241,128.6,11.6,3,2.1,1.0,2.0,1.0,5.0,6.0,2.0,2.0,1.0,7.0,6.0,,2.0,2.0,5.0,2.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,14.0,1.0,4.0,1.0,8.0,6.0,1.0,6.0,6.0,2.0,5.0,2.0,1.0,7.0,5.0,2.0
295,Egan,DEF,2,Sheffield Utd,4.7,a,133,3.7,28.3,34,6,5.67,3187,2,1,13,33,0,0,0,3,1,0,9,592,641.4,25.4,587,125.4,7.1,12,11.7,1.0,2.0,0.0,6.0,15.0,10.0,2.0,,3.0,6.0,,2.0,6.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,,2.0,6.0,2.0,8.0,6.0,2.0,7.0,2.0,1.0,1.0,6.0,2.0
298,Sharp,STR,4,Sheffield Utd,5.2,a,57,2.3,10.96,13,5,2.6,1037,3,2,4,10,0,0,0,1,1,0,9,159,175.4,186.2,348,69.9,0.4,0,0.0,5.0,1.0,1.0,,2.0,4.0,,,4.0,9.0,,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,-2.0,,1.0,,8.0
299,Eastwood,GK,1,Sheffield Utd,4.3,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Duffy,MID,3,Sheffield Utd,5.2,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Fleck,MID,3,Sheffield Utd,4.7,a,101,3.4,21.49,3,3,1.0,2515,5,2,8,30,0,0,0,8,0,0,13,464,527.4,648.8,419,159.6,2.4,0,0.2,2.0,1.0,0.0,,,,,2.0,5.0,3.0,,2.0,2.0,2.0,1.0,10.0,9.0,2.0,2.0,2.0,,15.0,2.0,2.0,1.0,13.0,2.0,9.0,2.0,2.0,3.0,2.0,3.0,1.0,,,1.0,1.0
302,Norwood,MID,3,Sheffield Utd,4.7,a,98,2.6,20.85,14,6,2.33,3089,1,3,13,36,0,0,0,8,0,0,6,563,608.4,808.8,100,151.8,0.6,0,0.4,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,,2.0,2.0,8.0,1.0,1.0,3.0,2.0,2.0,10.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0
303,McGoldrick,STR,4,Sheffield Utd,5.4,a,65,2.3,12.04,18,4,4.5,1810,2,2,7,18,0,0,0,2,0,0,6,201,303.4,268.4,584,115.2,0.2,0,0.0,,2.0,1.0,13.0,,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,2.0
423,Basham,DEF,2,Sheffield Utd,4.6,a,123,3.2,26.74,20,6,3.33,3242,0,1,13,37,0,0,0,4,0,0,6,639,707.6,212.1,103,102.7,2.1,2,2.3,1.0,2.0,1.0,6.0,8.0,2.0,5.0,1.0,7.0,7.0,,2.0,2.0,7.0,2.0,2.0,6.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,7.0,6.0,2.0,6.0,2.0,1.0,1.0,6.0,2.0
304,Vestergaard,DEF,2,Southampton,4.5,a,51,2.7,11.33,9,3,3.0,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183,62.8,1.9,0,0.0,2.0,5.0,2.0,,,,2.0,1.0,,,1.0,,0.0,,6.0,,,,,,,,,,,,1.0,1.0,-1.0,2.0,,1.0,1.0,5.0,11.0,9.0,1.0,1.0
436,Moore,GK,1,Sheffield Utd,4.3,a,3,1.5,0.7,0,0,0.0,180,0,0,0,6,0,0,0,0,0,5,0,23,28.0,0.0,0,2.8,0.1,0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
441,Freeman,MID,3,Sheffield Utd,5.0,d,13,1.2,2.6,0,0,0.0,360,0,0,1,5,0,0,0,2,0,0,0,38,46.2,77.4,25,14.9,0.1,0,0.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,0.0,1.0,,1.0,,,1.0,,,,,2.0,2.0,2.0,1.0
444,Jagielka,DEF,2,Sheffield Utd,4.1,a,6,1.0,1.46,1,1,1.0,240,0,0,0,6,0,0,0,0,0,0,0,50,75.4,4.8,2,8.2,0.4,0,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,
453,Callum Robinson,MID,3,Sheffield Utd,4.9,n,33,2.1,6.73,0,0,0.0,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156,30.4,0.2,0,0.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,0.0,,1.0,4.0,1.0,,1.0,,3.0,1.0,3.0,1.0,11.0,1.0,1.0,2.0
456,Morrison,MID,3,Sheffield Utd,4.5,n,1,1.0,0.22,0,0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,4,0.2,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
471,Henderson,GK,1,Sheffield Utd,5.2,a,160,4.4,30.77,23,6,3.83,3240,0,1,13,33,0,1,0,2,0,97,16,688,718.8,10.0,18,74.8,15.7,13,11.6,1.0,2.0,2.0,8.0,7.0,3.0,2.0,,13.0,7.0,,2.0,2.0,10.0,11.0,3.0,6.0,2.0,1.0,2.0,12.0,6.0,3.0,1.0,3.0,,3.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,9.0,2.0
472,Osborn,MID,3,Sheffield Utd,4.7,a,19,1.5,4.04,10,5,2.0,590,0,0,2,4,0,0,0,0,0,0,0,84,78.4,108.5,65,25.3,0.0,0,0.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,
501,McBurnie,STR,4,Sheffield Utd,5.5,a,86,2.4,15.64,18,6,3.0,2105,6,1,9,25,0,0,0,4,0,0,6,300,424.4,186.9,830,143.7,0.4,0,0.1,1.0,1.0,2.0,11.0,1.0,2.0,5.0,1.0,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,5.0,,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0
521,Verrips,GK,1,Sheffield Utd,4.4,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Bešić,MID,3,Sheffield Utd,4.3,u,9,1.0,2.09,0,0,0.0,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29,8.5,0.1,0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
547,Clarke,STR,4,Sheffield Utd,4.4,a,2,1.0,0.45,1,1,1.0,33,0,0,0,2,0,0,0,0,0,0,0,3,4.0,1.6,6,1.0,0.1,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
591,Rodwell,MID,3,Sheffield Utd,4.5,a,1,1.0,0.22,1,1,1.0,15,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.0,0,0.1,0.0,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Berge,MID,3,Sheffield Utd,4.7,a,40,2.9,8.51,13,6,2.17,943,1,1,4,11,0,0,0,0,0,0,3,147,152.4,66.0,82,30.3,0.2,0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,13.0,1.0,5.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
622,Zivkovic,STR,4,Sheffield Utd,4.7,a,5,1.0,1.06,3,3,1.0,107,0,0,0,4,0,0,0,0,0,0,0,15,9.4,28.6,22,6.1,0.0,0,0.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Retsos,DEF,2,Sheffield Utd,4.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Valery,DEF,2,Southampton,4.6,a,18,1.6,3.91,0,0,0.0,778,0,1,1,20,0,0,0,1,0,0,0,93,112.0,44.2,77,23.3,0.1,0,0.0,,,,,,,,1.0,6.0,2.0,,,,,,,,,,,,,,,1.0,,,2.0,-1.0,1.0,3.0,,,,,1.0,1.0,1.0
308,Stephens,DEF,2,Southampton,4.4,a,85,3.0,19.32,17,5,3.4,2451,1,3,7,39,0,0,0,4,1,0,8,432,566.2,101.5,97,76.6,2.2,4,3.4,2.0,8.0,,0.0,1.0,6.0,,-2.0,6.0,2.0,0.0,6.0,1.0,-1.0,11.0,1.0,2.0,11.0,2.0,6.0,10.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,-1.0,,,,,,,,,1.0
310,Yoshida,DEF,2,Southampton,4.1,u,10,1.2,2.44,0,0,0.0,558,0,0,1,18,0,0,0,1,0,0,1,85,96.8,3.7,77,17.7,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-2.0,2.0,0.0,0.0,,7.0,1.0,,1.0,
311,Ramsay,DEF,2,Southampton,3.9,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Austin,STR,4,Southampton,6.0,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Long,STR,4,Southampton,4.6,a,62,2.4,13.48,6,5,1.2,1386,2,3,5,20,0,0,0,0,0,0,4,159,190.8,264.8,536,99.4,2.1,0,0.1,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,9.0,2.0,2.0,2.0,7.0,5.0,1.0,,,5.0,2.0,2.0,5.0,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,,,
316,Gallagher,STR,4,Southampton,4.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Forster,GK,1,Southampton,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Gunn,GK,1,Southampton,4.2,a,29,2.9,6.9,0,0,0.0,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0,22.1,1.3,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,1.0,1.0,9.0,5.0,7.0,2.0,1.0
321,Ward-Prowse,MID,3,Southampton,5.7,a,117,3.1,20.53,10,6,1.67,3420,5,4,9,60,0,0,2,9,0,0,8,587,864.6,989.9,548,240.7,1.7,0,0.1,2.0,2.0,2.0,1.0,0.0,3.0,9.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,5.0,9.0,5.0,2.0,9.0,2.0,2.0,2.0,2.0,9.0,3.0,2.0,2.0,2.0,2.0
322,Elyounoussi,MID,3,Southampton,5.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Armstrong,MID,3,Southampton,5.2,a,98,3.3,18.85,24,6,4.0,1706,5,4,7,25,0,0,0,4,0,0,10,301,418.2,274.9,431,112.4,1.0,1,0.5,1.0,3.0,1.0,8.0,5.0,6.0,1.0,2.0,13.0,,2.0,9.0,2.0,,9.0,2.0,9.0,3.0,1.0,3.0,2.0,1.0,,,,2.0,2.0,5.0,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,
324,Lemina,MID,3,Southampton,4.6,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Højbjerg,MID,3,Southampton,4.8,a,75,2.3,15.63,4,3,1.33,2750,0,3,7,51,0,0,0,5,0,0,1,412,493.0,469.0,368,133.1,0.3,0,0.0,,1.0,2.0,,1.0,,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,,1.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
326,Johnson,MID,3,Southampton,4.4,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Slattery,MID,3,Southampton,4.4,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Adams,STR,4,Southampton,5.3,a,78,2.6,14.72,34,6,5.67,1095,4,4,4,17,0,0,0,0,0,0,8,242,226.2,184.9,524,92.3,0.4,0,0.1,13.0,7.0,1.0,2.0,2.0,9.0,4.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,5.0,2.0,2.0,2.0,2.0,2.0
438,Djenepo,MID,3,Southampton,5.2,i,40,2.2,7.69,0,0,0.0,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252,62.9,0.1,0,0.0,,,,,,,,,,-2.0,,6.0,1.0,2.0,,1.0,1.0,0.0,1.0,,,2.0,2.0,1.0,5.0,1.0,2.0,1.0,,,,,,11.0,,5.0,0.0,
485,Hoedt,DEF,2,Southampton,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Boufal,MID,3,Southampton,5.5,i,34,1.7,6.18,0,0,0.0,753,0,3,1,17,0,0,0,2,0,0,0,99,149.4,203.7,267,62.0,0.1,0,0.0,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,2.0,0.0,,,1.0,,1.0,1.0,3.0,,,1.0,1.0,2.0,2.0,6.0,2.0,4.0,,1.0
532,Danso,DEF,2,Southampton,4.2,a,9,1.5,2.14,0,0,0.0,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26.0,6,8.9,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,1.0,,,0.0,,2.0,6.0,,
535,N'Lundulu,STR,4,Southampton,4.4,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Lewis,GK,1,Southampton,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Smallbone,MID,3,Southampton,4.5,a,24,2.7,5.33,12,5,2.4,389,0,2,3,4,0,0,0,0,0,0,1,84,70.2,53.2,43,16.5,0.0,0,0.0,7.0,,2.0,1.0,1.0,1.0,6.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Tella,MID,3,Southampton,4.5,u,1,1.0,0.22,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.0,17,2.0,0.0,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Jankewitz,MID,3,Southampton,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Ferry,MID,3,Southampton,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Vertonghen,DEF,2,Tottenham,5.2,a,62,2.7,11.92,9,3,3.0,1644,1,1,4,24,0,0,0,2,0,0,5,346,398.4,56.1,63,51.9,1.5,0,0.0,,,1.0,,7.0,1.0,1.0,,,2.0,,1.0,1.0,,2.0,5.0,,2.0,1.0,2.0,1.0,10.0,11.0,1.0,1.0,,,,,2.0,1.0,2.0,1.0,5.0,1.0,,,
333,Sánchez,DEF,2,Tottenham,5.3,a,64,2.2,12.08,10,4,2.5,2431,0,2,4,37,0,0,0,6,0,0,4,443,550.0,31.0,82,66.5,1.0,0,0.1,1.0,5.0,2.0,2.0,,,1.0,12.0,2.0,1.0,1.0,1.0,4.0,7.0,,,2.0,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,,,,,0.0,2.0,1.0,2.0
334,Trippier,DEF,2,Tottenham,5.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Foyth,DEF,2,Tottenham,4.8,a,3,0.8,0.63,0,0,0.0,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0,3.1,0.0,0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,0.0,1.0,,,,,,,,,,
338,Kane,STR,4,Tottenham,11.0,a,158,5.4,14.36,40,6,6.67,2588,18,2,6,36,0,0,0,4,0,0,26,587,843.8,391.0,1071,230.6,13.1,45,44.7,9.0,13.0,12.0,2.0,2.0,2.0,7.0,5.0,2.0,,,,,,,,,2.0,8.0,8.0,2.0,1.0,16.0,2.0,2.0,6.0,2.0,,7.0,2.0,2.0,8.0,8.0,5.0,6.0,2.0,2.0,13.0
339,Janssen,STR,4,Tottenham,4.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Lloris,GK,1,Tottenham,5.3,a,98,4.7,18.49,34,6,5.67,1808,0,0,6,21,0,1,0,0,0,80,13,422,564.6,0.0,0,56.5,4.1,2,3.3,2.0,10.0,3.0,3.0,6.0,10.0,1.0,7.0,5.0,6.0,,3.0,2.0,15.0,2.0,,,,,,,,,,,,,,,,1.0,3.0,,8.0,3.0,2.0,3.0,3.0
342,Son,MID,3,Tottenham,9.7,a,169,5.6,17.42,33,6,5.5,2478,11,13,7,32,0,0,1,0,2,0,18,544,800.6,606.1,1144,254.6,8.5,18,17.4,2.0,6.0,8.0,13.0,1.0,3.0,6.0,6.0,2.0,,,,13.0,8.0,7.0,3.0,2.0,,,,-1.0,2.0,12.0,2.0,10.0,13.0,8.0,2.0,5.0,1.0,2.0,5.0,5.0,16.0,5.0,2.0,,
343,Eriksen,MID,3,Tottenham,8.6,u,48,2.4,5.58,0,0,0.0,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225,83.3,2.3,0,0.0,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,9.0,1.0,1.0,4.0,,1.0,,1.0,,1.0,2.0,,2.0,6.0,1.0,2.0,8.0,1.0,2.0,1.0
344,Alli,MID,3,Tottenham,8.3,a,117,4.7,14.1,1,1,1.0,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627,148.9,2.7,0,0.0,1.0,,,,,,1.0,1.0,,7.0,8.0,1.0,2.0,3.0,13.0,3.0,2.0,2.0,2.0,8.0,1.0,2.0,9.0,9.0,15.0,5.0,3.0,9.0,2.0,7.0,,,,,1.0,,,
346,Lamela,MID,3,Tottenham,5.7,a,65,2.6,11.4,10,5,2.0,1203,2,5,5,12,0,0,0,3,0,0,2,220,226.2,284.2,337,84.5,1.1,0,0.0,,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,,4.0,,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,1.0,2.0,8.0,3.0,2.0,12.0,1.0
347,Winks,MID,3,Tottenham,5.2,a,52,1.7,10.0,14,6,2.33,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74,76.1,0.3,0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
348,Wanyama,MID,3,Tottenham,4.7,u,1,0.5,0.21,0,0,0.0,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0,0.2,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
350,Dier,MID,3,Tottenham,4.8,a,36,1.9,7.5,4,2,2.0,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56,45.6,0.2,0,0.0,1.0,,,,,3.0,2.0,3.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,4.0,2.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,
351,Amos,MID,3,Tottenham,4.4,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Skipp,MID,3,Tottenham,4.2,a,7,1.0,1.67,3,3,1.0,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0,1.8,0.6,0,0.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0
442,Ndombele,MID,3,Tottenham,5.8,i,45,2.1,7.76,0,1,0.0,1002,2,2,1,17,0,0,0,3,0,0,2,220,274.2,194.8,122,59.2,2.2,0,0.0,,,,,0.0,,1.0,,,1.0,1.0,2.0,,4.0,,,,1.0,2.0,,1.0,,,1.0,2.0,,1.0,2.0,0.0,1.0,1.0,7.0,2.0,1.0,,,6.0,8.0
509,Parrott,STR,4,Tottenham,4.3,a,2,1.0,0.47,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0,0.0,0.7,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
523,Lo Celso,MID,3,Tottenham,7.3,a,54,1.9,7.4,23,6,3.83,1482,0,3,6,18,0,0,0,6,0,0,3,250,303.2,459.4,176,93.9,0.4,0,0.0,6.0,3.0,6.0,1.0,1.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,
524,Sessegnon,MID,3,Tottenham,5.4,a,9,1.5,1.67,0,0,0.0,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34,11.9,0.1,0,0.0,,,,,,,,,,,,,,,2.0,,,2.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,
527,Nkoudou,MID,3,Tottenham,5.0,u,1,1.0,0.2,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18,1.8,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
555,Vorm,GK,1,Tottenham,4.2,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Austin,GK,1,Tottenham,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Fernandes,MID,3,Tottenham,4.6,a,7,1.0,1.52,2,2,1.0,62,0,0,0,1,0,0,0,0,0,0,0,20,17.2,34.3,20,7.2,0.0,0,0.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
615,Bergwijn,MID,3,Tottenham,6.9,a,43,3.1,6.23,8,6,1.33,699,3,1,2,9,0,0,0,2,0,0,5,141,174.2,187.3,147,50.8,0.8,0,0.1,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,7.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
634,White,MID,3,Tottenham,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Cirkin,DEF,2,Tottenham,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Kabasele,DEF,2,Watford,4.3,a,73,2.7,16.98,7,6,1.17,2250,0,2,7,35,0,0,0,1,2,0,4,382,477.0,55.3,164,69.9,0.5,0,0.3,1.0,0.0,1.0,2.0,2.0,1.0,,1.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,,,-1.0,6.0,2.0,11.0,1.0,6.0,,,,3.0,0.0,6.0,2.0,7.0,,,1.0,2.0,,,
